TransactionIndex,IcrRecordIndex,NumIcrRecordIndices,AlbarakaIndex,Number of ALB Indexes,GrandeLivreIndex,Number of GL Indexes,Date Discrepancy,Amount,Amount Discrepancy,Post Day,Post Month,Post Year,Value Day,Value Month,Value Year,libdesc,reftran,Bank Account,Bank Name,Bank Currency,GL Memo,GL Company
17427,"[8534, 32266, 38463, 41499, 104981]",5,[17592],1,[345],1,1,-5037.0,,15,10,2004,15,10,2004,paiement,,8401010056211,USD,USD,virt/trimex 5037$,best usd 460/2
17428,"[15621, 22510, 79573]",3,[17593],1,[346],1,0,-5001.36,,19,10,2004,19,10,2004,virement,,8401010056211,USD,USD,virement usd/ctd 5001.36$,best usd 460/2
17429,"[805, 77160, 92916]",3,[17594],1,[348],1,0,-10001.37,,20,10,2004,20,10,2004,virement,,8401010056211,USD,USD,virt/nasolid 10001.37$,best usd 460/2
17430,"[32572, 44220, 73756]",3,[17595],1,[347],1,0,-3892.0,,20,10,2004,20,10,2004,paiement,,8401010056211,USD,USD,virt/kappa3892$,best usd 460/2
17431,"[36736, 39452, 80111, 128945]",4,[17596],1,[349],1,0,-20001.39,,25,10,2004,25,10,2004,virement,,8401010056211,USD,USD,virt usd/ctd 20001.39$,best usd 460/2
17432,"[575, 8237, 8383, 28896, 44812, 92020]",6,[17597],1,[350],1,1,-29058.5,,26,10,2004,26,10,2004,paiement,,8401010056211,USD,USD,virt/sp.inter.29058.5$,best usd 460/2
17433,"[17070, 35340, 85473, 121357, 128917]",5,[17598],1,[352],1,0,-29985.17,,27,10,2004,27,10,2004,virement,,8401010056211,USD,USD,virt.usd/ctd 29985.17$,best usd 460/2
17434,"[17832, 19907, 62702, 78484, 81864, 91192, 103773]",7,[17599],1,[354],1,0,-1601.39,,27,10,2004,27,10,2004,virement,,8401010056211,USD,USD,virt/teexco 1601.39$,best usd 460/2
17435,"[9068, 13912, 46609, 50534, 59914, 79642]",6,[17600],1,[353],1,0,-5001.39,,27,10,2004,27,10,2004,virement,,8401010056211,USD,USD,virement usd/ctd 5001.39$,best usd 460/2
17436,"[30260, 32649, 46600, 78249, 81574, 87106, 93247, 96853]",8,[17601],1,[351],1,0,5133.5,,27,10,2004,27,10,2004,virementrecu,,8401010056211,USD,USD,virement maretap 5133.50$,best usd 460/2
17437,,,[17602],1,[355],1,0,-10001.39,,29,10,2004,29,10,2004,virement,,8401010056211,USD,USD,virement usd/ctd10001.39$,best usd 460/2
17438,"[25288, 52858, 73959, 74942, 111738]",5,[17603],1,[361],1,0,-10001.39,,1,11,2004,1,11,2004,virement,,8401010056211,USD,USD,virt/usd/ctd 10001.39$,best usd 460/2
17439,"[10931, 22980, 30723, 43453, 50981, 75380, 87065, 119337]",8,[17604],1,[376],1,0,-75127.5,,3,11,2004,3,11,2004,paiement,,8401010056211,USD,USD,virt/nasolid 75127.5$,best usd 460/2
17440,"[7383, 13292, 22621, 35729, 41128, 44599, 79714, 106834]",8,[17605],1,[380],1,0,-10001.39,,5,11,2004,5,11,2004,virement,,8401010056211,USD,USD,virt.usd/ctd 10001.39$,best usd 460/2
17441,"[11352, 25181, 46751, 49551, 69662, 73090, 89629, 92671, 95574, 122892]",10,[17606],1,[381],1,0,107787.66,,8,11,2004,8,11,2004,virementrecu,,8401010056211,USD,USD,virt/agip 107787.66$,best usd 460/2
17442,"[22517, 33555, 74042, 79839]",4,[17607],1,[384],1,0,-14471.39,,9,11,2004,9,11,2004,virement,,8401010056211,USD,USD,virt/bfg 14471.39$,best usd 460/2
17443,"[13950, 37767, 44379, 92946, 95538, 95948, 115182]",7,[17608],1,[383],1,0,-19936.84,,9,11,2004,9,11,2004,paiement,,8401010056211,USD,USD,virt/spartek 19936.84$,best usd 460/2
17444,"[2115, 29086, 63055, 92249, 107715]",5,[17609],1,[382],1,0,-2001.39,,9,11,2004,9,11,2004,virement,,8401010056211,USD,USD,virt.usd/ctd 2001.39$,best usd 460/2
17445,"[12627, 38609, 47464, 62618, 105969]",5,[17610],1,[362],1,0,-20001.39,,10,11,2004,10,11,2004,virement,,8401010056211,USD,USD,virt.usd/ctd 20001.39$,best usd 460/2
17446,"[46624, 52117, 53926, 88602, 91249]",5,[17611],1,[363],1,1,3714.0,,11,11,2004,11,11,2004,virementrecu,,8401010056211,USD,USD,virt/etap 3714$,best usd 460/2
17447,"[10167, 10576, 72628, 85721]",4,[17612],1,[364],1,0,5993.5,,16,11,2004,16,11,2004,virementrecu,,8401010056211,USD,USD,virt/exxoil 5993.5$,best usd 460/2
17448,"[573, 76034, 85094, 88311]",4,[17613],1,[366],1,-1,43472.75,,17,11,2004,17,11,2004,virementrecu,,8401010056211,USD,USD,virt/ctkp 43472.75$,best usd 460/2
17449,"[7288, 15654, 18200, 47031, 61077, 74915, 109786]",7,[17614],1,[365],1,0,-30001.4,,18,11,2004,18,11,2004,virement,,8401010056211,USD,USD,virt.usd/ctd 30001.4$,best usd 460/2
17450,"[2114, 52622, 54081, 65025, 90623]",5,[17615],1,[367],1,0,-201.4,,18,11,2004,18,11,2004,virement,,8401010056211,USD,USD,virt.usd/ctd 201.4$,best usd 460/2
17451,"[9925, 25971, 34011, 37410, 44637, 72173, 119335]",7,[17616],1,[368],1,0,-28657.9,,19,11,2004,19,11,2004,paiement,,8401010056211,USD,USD,virt/sp.inter. 28657.9$,best usd 460/2
17452,"[26266, 46734]",2,[17617],1,[369],1,0,-1001.39,,23,11,2004,23,11,2004,virement,,8401010056211,USD,USD,virt.usd/ctd 1001.39$,best usd 460/2
17453,"[1059, 10966, 11013, 32368, 32745, 44926, 47921, 50775, 70712, 90441]",10,[17618],1,[371],1,0,-21046.5,,24,11,2004,24,11,2004,paiement,,8401010056211,USD,USD,virt/nasolid 21046.5$,best usd 460/2
17454,"[46322, 81143, 87912]",3,[17619],1,[370],1,0,-5001.4,,24,11,2004,24,11,2004,virement,,8401010056211,USD,USD,virt.usd/ctd 5001.4$,best usd 460/2
17455,,,"[17620, 17622]",2,[],0,0,336.95,,25,11,2004,25,11,2004,ALBANNPAIR,,8401010056211,USD,USD,,
17456,"[10189, 11160, 24955, 32354, 79536]",5,[17621],1,[372],1,1,-1601.4,,25,11,2004,25,11,2004,virement,,8401010056211,USD,USD,virt/teexco 1601.4$,best usd 460/2
17457,"[8846, 50275, 55110, 72413, 75511, 79342, 84569]",7,[17623],1,[374],1,0,-4001.41,,26,11,2004,26,11,2004,virement,,8401010056211,USD,USD,virt usd/ctd 4001.41$,best usd 460/2
17458,"[10454, 73812, 76780, 90734, 100257]",5,[17624],1,[373],1,0,-8001.41,,26,11,2004,26,11,2004,virement,,8401010056211,USD,USD,virt usd/ctd 8001.41$,best usd 460/2
17459,,,[17625],1,[],0,,-5392.28,,26,11,2004,26,11,2004,retraitespeces,rcashbach,8401010056211,USD,USD,,
17460,"[23284, 28410, 41463, 81772, 88106, 93469, 127120, 127145]",8,[17626],1,[378],1,0,8894.93,,30,11,2004,30,11,2004,virementrecu,,8401010056211,USD,USD,virt/tps 8894.93$,best usd 460/2
17461,"[66286, 71943, 80027, 85279]",4,[17627],1,[377],1,0,-25001.41,,30,11,2004,30,11,2004,virement,,8401010056211,USD,USD,virt usd/ctd 25001.41$,best usd 460/2
17462,"[9754, 12386, 56952, 74377]",4,[17628],1,[385],1,0,-2001.41,,1,12,2004,1,12,2004,virement,,8401010056211,USD,USD,virt usd/ctd 2001.41$,best usd 460/2
17463,"[7753, 10043, 29193, 39802, 40510, 43286, 45046, 80693, 87608]",9,[17629],1,[390],1,0,-12001.41,,2,12,2004,2,12,2004,virement,,8401010056211,USD,USD,virt usd/ctd 12001.41$,best usd 460/2
17464,"[35813, 43498, 79641, 81526, 91142, 91760, 92113]",7,[17630],1,[391],1,0,27454.22,,2,12,2004,2,12,2004,virementrecu,,8401010056211,USD,USD,virt/maretap 27454.22$,best usd 460/2
17465,"[12359, 14118, 19443, 85849]",4,[17631],1,[397],1,0,-3001.4,,3,12,2004,3,12,2004,virement,,8401010056211,USD,USD,virt usd/ctd 3001.4$,best usd 460/2
17466,"[90658, 99410, 106050, 129308, 129322]",5,[17632],1,[402],1,0,-1004.0,,6,12,2004,6,12,2004,retraitespeces,rcashalin,8401010056211,USD,USD,ret/cash alin 1004$,best usd 460/2
17467,"[61190, 78290, 88617, 93841]",4,[17633],1,[403],1,0,4387.46,,7,12,2004,7,12,2004,virementrecu,,8401010056211,USD,USD,virt/tps 4387.46$,best usd 460/2
17468,"[286, 29619, 43075, 78069, 119327]",5,[17634],1,[404],1,0,44310.0,,8,12,2004,8,12,2004,virementrecu,,8401010056211,USD,USD,virt/ctkp 44310$,best usd 460/2
17469,"[21901, 47983, 59532, 74316, 85879]",5,[17635],1,[405],1,0,-2001.41,,9,12,2004,9,12,2004,virement,,8401010056211,USD,USD,virt.usd/ctd 2001.41$,best usd 460/2
17470,"[275, 61320, 72822, 86871, 87840]",5,[17636],1,[406],1,0,-7043.86,,9,12,2004,9,12,2004,paiement,,8401010056211,USD,USD,virt/core lab 7043.86$,best usd 460/2
17471,"[12571, 30005, 55511, 71553, 85913, 94146, 97169, 104574]",8,[17637],1,[386],1,-4,8979.77,,10,12,2004,10,12,2004,virementrecu,,8401010056211,USD,USD,virt/eni tunisia8979.77$,best usd 460/2
17474,"[54005, 90816, 94814]",3,[17640],1,[388],1,0,-28858.2,,15,12,2004,15,12,2004,paiement,,8401010056211,USD,USD,virt/sp.inter 28858.2$,best usd 460/2
17475,"[16484, 57131, 73104]",3,[17641],1,[387],1,0,-3000.0,,15,12,2004,15,12,2004,virement,,8401010056211,USD,USD,virt.usd/ctd 3000$,best usd 460/2
17476,"[29316, 49356, 49512, 67908, 77310]",5,[17642],1,[389],1,0,-3001.41,,16,12,2004,16,12,2004,virement,,8401010056211,USD,USD,virt.usd/ctd 3001.41$,best usd 460/2
17477,"[19631, 19804, 49183, 61940, 89378, 105367]",6,[17643],1,[393],1,0,-9001.4,,20,12,2004,20,12,2004,virement,,8401010056211,USD,USD,ret/nasolid 9001.4$,best usd 460/2
17478,"[77050, 83038, 106173]",3,[17644],1,[392],1,0,-10001.4,,20,12,2004,20,12,2004,virement,,8401010056211,USD,USD,ret/cash bfg 10001.4$,best usd 460/2
17479,"[10548, 27546, 33768, 50518, 76165]",5,[17645],1,[394],1,0,-30001.41,,21,12,2004,21,12,2004,virement,,8401010056211,USD,USD,virt.usd/ctd 30001.41$,best usd 460/2
17480,"[56035, 60352, 111449]",3,[17646],1,[395],1,0,9875.0,,23,12,2004,23,12,2004,virementrecu,,8401010056211,USD,USD,virt/maretap 9875$,best usd 460/2
17481,"[40545, 69060, 69579, 75966]",4,[17647],1,[396],1,0,-4001.41,,24,12,2004,24,12,2004,virement,,8401010056211,USD,USD,virt.usd/ctd 4001.41$,best usd 460/2
17486,"[58429, 62109, 78215]",3,[17652],1,[398],1,0,-8997.83,,30,12,2004,30,12,2004,paiement,,8401010056211,USD,USD,virt/bredaener.8997.83$,best usd 460/2
17487,"[36512, 52627, 72633]",3,[17653],1,[399],1,0,-301.42,,30,12,2004,30,12,2004,virement,,8401010056211,USD,USD,virt.usd/ctd 301.42$,best usd 460/2
17488,"[54893, 60893, 73329, 74368]",4,"[17654, 17655]",2,[400],1,1,-5.9,,31,12,2004,1,1,2005,BANKCHARGE1,,8401010056211,USD,USD,frais bancaire 5.9$,best usd 460/2
17489,"[13327, 52193, 68829, 73539, 86382, 105418]",6,[17656],1,[632],1,0,-5001.41,,3,1,2005,3,1,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 5001.41$,best usd 460/2
17490,"[43299, 55960, 66658, 66728, 68287, 68484, 73990, 93398, 103938]",9,[17657],1,[636],1,0,-3001.4,,4,1,2005,4,1,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 3001.4$,best usd 460/2
17491,"[12887, 43278, 44756, 50110, 68454, 69321, 73625, 100103, 105344, 114616, 114625]",11,[17658],1,[637],1,0,-20001.4,,5,1,2005,5,1,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 20001.4$,best usd 460/2
17492,"[13082, 38519, 46532, 47700, 54386, 70490, 79717, 80444, 102292]",9,[17659],1,[638],1,1,-1405.52,,6,1,2005,6,1,2005,paiement,,8401010056211,USD,USD,virt/cps 1405.52$,best usd 460/2
17493,"[49390, 51636, 72290, 72672, 77150]",5,[17660],1,[639],1,0,-9001.39,,6,1,2005,6,1,2005,virement,,8401010056211,USD,USD,virt/spi 9001.39$,best usd 460/2
17494,"[13115, 15482, 16190, 49346, 50417, 51235, 52084, 56189, 97164]",9,[17661],1,[640],1,0,-1606.4,,7,1,2005,7,1,2005,retraitespeces,rcashbach,8401010056211,USD,USD,virt/teexco 1606.4$,best usd 460/2
17495,"[13715, 16832, 49074, 52138, 54025, 70958, 72200]",7,[17662],1,[622],1,0,-1601.39,,11,1,2005,11,1,2005,virement,,8401010056211,USD,USD,virt/teexco 1601.39$,best usd 460/2
17496,"[10120, 43931, 57815, 69534, 75195, 77412, 84193]",7,[17663],1,[623],1,0,-35001.4,,14,1,2005,14,1,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 35001.4$,best usd 460/2
17497,"[8762, 10844, 12899, 69114, 69130, 73692, 93132, 96040]",8,[17664],1,[624],1,0,-20001.39,,17,1,2005,17,1,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 20001.39$,best usd 460/2
17498,"[7844, 21133, 48418, 49177, 52632, 59886, 85943, 110382]",8,[17665],1,[625],1,0,-29258.8,,17,1,2005,17,1,2005,paiement,,8401010056211,USD,USD,virt/spi 29258.8$,best usd 460/2
17499,"[8608, 13051, 52686, 53404, 60837, 70279, 71742, 97602, 109899]",9,[17666],1,[626],1,0,99592.54,,18,1,2005,18,1,2005,virementrecu,,8401010056211,USD,USD,virt/eni tun.99592.54$,best usd 460/2
17500,"[8374, 25005, 57050, 58354, 69503, 79453, 125227]",7,[17667],1,[627],1,5,-665.85,,24,1,2005,24,1,2005,paiement,,8401010056211,USD,USD,virt/rd taylor 665.85$,best usd 460/2
17501,"[51565, 56982, 70301, 71804, 79550, 100505, 122253]",7,[17668],1,[628],1,0,-15040.0,,24,1,2005,24,1,2005,paiement,,8401010056211,USD,USD,virt/spartek 15040$,best usd 460/2
17502,"[11459, 14724, 58173, 68985, 73181, 109144]",6,[17669],1,[629],1,0,-30001.38,,25,1,2005,25,1,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 30001.38$,best usd 460/2
17503,"[12807, 38190, 51370, 55547, 70641, 90438, 97574, 100109]",8,[17670],1,[630],1,0,-1937.0,,25,1,2005,25,1,2005,paiement,,8401010056211,USD,USD,virt/total safty 1937$,best usd 460/2
17504,"[7865, 14223, 25184, 37430, 47335, 53853, 71493, 75362, 78741]",9,[17671],1,[631],1,0,-3895.0,,29,1,2005,28,1,2005,paiement,,8401010056211,USD,USD,virt/spartek 3895$,best usd 460/2
17505,"[2251, 32762, 59540, 69197, 90283]",5,[17672],1,[633],1,0,-2001.38,,31,1,2005,31,1,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 2001.38$,best usd 460/2
17506,"[616, 1019, 19490, 48295, 49526, 53889, 56119, 69495, 70713, 75354, 93125, 104223]",12,[17673],1,[634],1,0,-1237.0,,31,1,2005,31,1,2005,paiement,,8401010056211,USD,USD,virt/m.hedda1237$,best usd 460/2
17507,"[48586, 53870, 57008, 82593, 83323, 84964, 86425, 91999, 94459, 119464]",10,[17674],1,[701],1,0,20884.98,,2,2,2005,2,2,2005,virementrecu,,8401010056211,USD,USD,virt/tps 20884.98$,best usd 460/2
17508,"[9362, 15935, 38222, 47533, 82245, 92015]",6,[17675],1,[700],1,0,-15040.0,,2,2,2005,2,2,2005,paiement,,8401010056211,USD,USD,virt/spartek 15040$,best usd 460/2
17509,"[8035, 16745, 26634, 31075, 53869, 55348, 102109]",7,[17676],1,[698],1,0,-15001.38,,2,2,2005,2,2,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 15001.38$,best usd 460/2
17510,"[55891, 72656, 73052, 81897, 96097, 100662]",6,[17677],1,[699],1,1,-11040.0,,3,2,2005,3,2,2005,paiement,,8401010056211,USD,USD,virt/nasolid 11040$,best usd 460/2
17511,"[12370, 12818, 18122, 29632, 55666, 55887, 85149]",7,[17678],1,[706],1,0,-2437.08,,8,2,2005,8,2,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 2437.08$,best usd 460/2
17512,"[52118, 56963, 65636, 70491, 70907, 72556, 82812]",7,[17679],1,[707],1,0,33928.1,,8,2,2005,8,2,2005,virementrecu,,8401010056211,USD,USD,virt/perenco 33928.1$,best usd 460/2
17513,"[12330, 37809, 39931, 73123, 74355, 91239, 92266]",7,[17680],1,[709],1,0,7175.5,,9,2,2005,9,2,2005,virementrecu,,8401010056211,USD,USD,virt/ctkp 7175.5$,best usd 460/2
17514,"[7773, 8637, 53958, 77104, 85091, 107065]",6,[17681],1,[708],1,0,-13601.37,,9,2,2005,9,2,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 13601.37$,best usd 460/2
17515,"[9497, 10235, 15760, 47429, 47547, 71145, 83543, 86154, 93307]",9,[17682],1,[692],1,0,-15204.48,,14,2,2005,14,2,2005,virement,,8401010056211,USD,USD,virt/bupa15204.48$,best usd 460/2
17516,"[12385, 13551, 14185, 56181, 90905]",5,[17683],1,[691],1,0,-1647.4,,14,2,2005,14,2,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 1647.4$,best usd 460/2
17517,"[10100, 10407, 17847, 43310, 56054, 56369, 74165, 80840, 85453, 91139, 91507]",11,[17684],1,[693],1,0,-10784.0,,15,2,2005,15,2,2005,paiement,,8401010056211,USD,USD,virt/danum 10784$,best usd 460/2
17518,"[53136, 57264, 62193, 71926, 79498, 79687, 81561]",7,[17685],1,[694],1,0,-1095.08,,15,2,2005,15,2,2005,paiement,,8401010056211,USD,USD,virt/owen oil 1095.08$,best usd 460/2
17519,"[8536, 10047, 47679, 48330, 57478, 72099, 72257, 77584, 79062, 103397]",10,[17686],1,[695],1,0,-4117.9,,16,2,2005,16,2,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 4117.9$,best usd 460/2
17520,"[17029, 36759, 51006, 54360, 111359]",5,[17687],1,[696],1,0,-6001.38,,17,2,2005,17,2,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 6001.38$,best usd 460/2
17521,"[14087, 16978, 35861, 46350, 56525, 65615, 83689, 91812]",8,[17688],1,[697],1,0,-2001.38,,18,2,2005,18,2,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 2001.38$,best usd 460/2
17522,"[53699, 54705, 65810, 73823, 82721, 86521, 87971]",7,[17689],1,[702],1,0,2265.86,,23,2,2005,23,2,2005,virementrecu,,8401010056211,USD,USD,virt/tps 2265.86$,best usd 460/2
17523,"[8547, 17701, 51174, 54132, 69571, 76451, 93359, 128438]",8,[17690],1,[703],1,0,-3001.41,,24,2,2005,24,2,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 3001.41$,best usd 460/2
17524,"[9109, 18405, 29115, 29125, 43864, 44092, 57389]",7,[17691],1,[704],1,0,-168.4,,28,2,2005,28,2,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 168.4$,best usd 460/2
17525,"[468, 16699, 55301, 62169, 74559, 79519, 80391, 85546, 86250, 114816]",10,[17692],1,[710],1,1,-15040.0,,2,3,2005,2,3,2005,paiement,,8401010056211,USD,USD,virt/spi 15040$,best usd 460/2
17526,"[41508, 50677, 69517, 74482, 78593, 88251]",6,[17693],1,[719],1,0,4993.55,,3,3,2005,3,3,2005,virementrecu,,8401010056211,USD,USD,virt/eni tun.4993.55$,best usd 460/2
17527,"[32131, 46627, 49082, 79721, 84541]",5,[17694],1,[718],1,0,-1654.2,,3,3,2005,3,3,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 1654.2$,best usd 460/2
17528,"[30968, 46497, 50108, 77748, 83865, 86474, 97726]",7,[17695],1,[722],1,0,-83.85,,4,3,2005,4,3,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 83.85$,best usd 460/2
17529,"[12398, 16711, 47313, 58743, 67234, 80387, 86304, 110744]",8,[17696],1,[723],1,0,-7001.38,,7,3,2005,7,3,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 7001.38$,best usd 460/2
17530,"[7384, 15972, 54737, 55817, 67084, 82716, 84273, 85221, 88006, 89688, 133234]",11,[17697],1,[724],1,0,6756.88,,8,3,2005,8,3,2005,virementrecu,,8401010056211,USD,USD,virt/ecumed 6756.88$,best usd 460/2
17531,"[10898, 38683, 51473, 52923, 66521, 94418]",6,[17698],1,[725],1,1,1707.0,,9,3,2005,9,3,2005,virementrecu,,8401010056211,USD,USD,virt/maretap 1707$,best usd 460/2
17532,"[10238, 15714, 16509, 26397, 44634, 50483, 51632, 58209, 88918, 121289, 121295]",11,[17699],1,[726],1,0,-1501.4,,9,3,2005,9,3,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 1501.4$,best usd 460/2
17533,"[8172, 8354, 34871, 46283, 54402, 57087, 79133, 95152]",8,[17700],1,[711],1,0,-2001.4,,11,3,2005,11,3,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 2001.4$,best usd 460/2
17534,"[8723, 10532, 34171, 46695, 56077, 66347, 79383, 83770, 99913]",9,[17701],1,[712],1,0,-2503.12,,16,3,2005,16,3,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 2503.12$,best usd 460/2
17535,"[7282, 9266, 12695, 54244, 56111, 72553, 92223]",7,[17702],1,[713],1,0,-84.81,,16,3,2005,16,3,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 84.81$,best usd 460/2
17536,"[11719, 30772, 52605, 54102, 100118, 125164]",6,[17703],1,[714],1,0,-6501.4,,18,3,2005,18,3,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 6501.4$,best usd 460/2
17537,"[17442, 61348, 74883, 75451]",4,[17704],1,[715],1,0,3935.0,,18,3,2005,18,3,2005,virementrecu,,8401010056211,USD,USD,virt/exxoil 3935$,best usd 460/2
17538,"[16622, 49085, 50970, 82072, 83668]",5,[17705],1,[716],1,1,5000.0,,28,3,2005,28,3,2005,virement,,8401010056211,USD,USD,virt/ c.divers 5000$,best usd 460/2
17539,"[8755, 11180, 26925, 34460, 52907, 53816, 56930, 65254]",8,[17706],1,[717],1,0,-5001.36,,28,3,2005,28,3,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 5001.36$,best usd 460/2
17540,"[18047, 43946, 58945, 74479, 79075, 106984, 115988]",7,"[17707, 17708]",2,[720],1,1,-5.9,,31,3,2005,1,4,2005,BANKCHARGE1,,8401010056211,USD,USD,frais bancaires 5.9$,best usd 460/2
17541,"[9590, 17302, 55487, 56585, 56643, 66759, 74396]",7,[17709],1,[727],1,0,22849.79,,1,4,2005,1,4,2005,virementrecu,,8401010056211,USD,USD,virt/tps 22849.79$,best usd 460/2
17542,"[11240, 15774, 17018, 54582, 65293, 74370, 90457, 91181, 92442]",9,[17710],1,[728],1,0,11853.9,,1,4,2005,1,4,2005,virementrecu,,8401010056211,USD,USD,virt/tps 11853.9$,best usd 460/2
17543,"[25652, 49118, 52602, 59906, 75413, 79904, 84566, 88646, 89081, 125236]",10,[17711],1,[746],1,0,-21046.5,,5,4,2005,5,4,2005,paiement,,8401010056211,USD,USD,virt/spi 21046.5$,best usd 460/2
17544,"[12273, 13276, 50319, 54076, 54913, 97221, 128146]",7,[17712],1,[745],1,0,-7001.35,,5,4,2005,5,4,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 7001.35$,best usd 460/2
17545,"[10237, 19264, 31026, 43668, 50730, 57073, 76160, 91930, 96943]",9,[17713],1,[748],1,0,-1738.87,,6,4,2005,6,4,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 1738.87$,best usd 460/2
17546,"[10692, 11657, 12312, 13014, 49274, 54967, 93907, 107706]",8,[17714],1,[747],1,0,-812.78,,6,4,2005,6,4,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 812.78$,best usd 460/2
17547,"[20538, 30868, 37303, 49524, 51511, 54929, 74916]",7,[17715],1,[749],1,0,-809.37,,8,4,2005,8,4,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 809.37$,best usd 460/2
17548,"[8088, 9437, 11835, 16483, 43284, 47440, 56926, 73283, 88481]",9,[17716],1,[730],1,0,4912.86,,11,4,2005,11,4,2005,virementrecu,,8401010056211,USD,USD,virt/maretap 4912.86$,best usd 460/2
17549,"[9722, 29456, 31979, 47942, 51093]",5,[17717],1,[729],1,0,-3001.36,,11,4,2005,11,4,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 3001.36$,best usd 460/2
17550,"[17141, 41121, 69496, 85673, 127463]",5,[17718],1,[731],1,0,-5001.37,,12,4,2005,12,4,2005,virement,,8401010056211,USD,USD,virt/c.divers 5001.37$,best usd 460/2
17551,"[10303, 10983, 28703, 47854, 55699, 81417, 104470, 125175]",8,[17719],1,[732],1,0,-10001.37,,13,4,2005,13,4,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 10001.37$,best usd 460/2
17552,"[14237, 33584, 43653, 47473, 47898, 49263, 56097, 68882, 73085, 78775, 84147, 85408, 86262, 93936]",14,[17720],1,[733],1,0,42347.88,,13,4,2005,13,4,2005,virementrecu,,8401010056211,USD,USD,virt/tps 42347.88$,best usd 460/2
17553,"[10625, 12248, 33230, 41589, 55175, 81444, 91919]",7,[17721],1,[734],1,0,-20001.36,,14,4,2005,14,4,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 20001.36$,best usd 460/2
17554,"[12884, 21988, 44125, 46462, 53201, 56569, 65876, 72836, 110376]",9,[17722],1,[735],1,0,-809.27,,15,4,2005,15,4,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 809.27$,best usd 460/2
17555,"[10904, 28612, 36451, 42858, 46592, 54062, 55266, 67625, 70885, 75106]",10,[17723],1,[736],1,0,-439.84,,18,4,2005,18,4,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 439.84$,best usd 460/2
17556,"[7945, 8267, 42013, 53124, 68713, 82685, 89029, 102351]",8,[17724],1,[739],1,0,-880.0,,18,4,2005,18,4,2005,paiement,,8401010056211,USD,USD,virt/corelab 880$,best usd 460/2
17557,"[8513, 8542, 11261, 35778, 54162, 61179, 68999, 74346, 76863, 77364, 79798, 85510]",12,[17725],1,[738],1,0,-464.02,,18,4,2005,18,4,2005,paiement,,8401010056211,USD,USD,virt/owen oil 464.02$,best usd 460/2
17558,"[8217, 17509, 21412, 33830, 51165, 54522, 55413, 69442, 69550, 95285]",10,[17726],1,[737],1,0,-10040.0,,18,4,2005,18,4,2005,paiement,,8401010056211,USD,USD,virt/nasolid 10040$,best usd 460/2
17559,"[10307, 11309, 15154, 69673, 82075, 89475]",6,[17727],1,[740],1,0,7000.17,,22,4,2005,22,4,2005,virementrecu,,8401010056211,USD,USD,virt/pioneer 7000.17$,best usd 460/2
17560,[60018],1,[17728],1,[741],1,0,20354.8,,25,4,2005,25,4,2005,virementrecu,,8401010056211,USD,USD,virt/ctkp 20354.8$,best usd 460/2
17561,"[1244, 27132, 41384, 54117, 81131, 121957]",6,[17729],1,[742],1,0,-5001.37,,26,4,2005,26,4,2005,virement,,8401010056211,USD,USD,virt.usd/ctd 5001.37$,best usd 460/2
17562,"[34141, 59748, 76209, 83654, 88079, 91043, 107623]",7,[17730],1,[743],1,0,-21046.5,,26,4,2005,26,4,2005,paiement,,8401010056211,USD,USD,virt/spi 21046.5$,best usd 460/2
