OcrRecordIndex,TransactionIndex,NumTransactionIndices,Document_Type,Amount,Company,Day,Month,Year,Document_Number,PurchaseOrder_Number,Cheque_Number
83167,,,Cheque Stub,298900,Sonede Bureau,8,4,2004,572319,NoPurchaseOrderNumberField,NoChequeNumberField
83171,"[2361, 5443, 1367, 15563]",4,Cheque,666500,MISSING NAME,29,4,2004,801357,NoPurchaseOrderNumberField,NoChequeNumberField
83177,"[19869, 3799, 9894, 2622, 541]",5,Cheque,700000,MISSING NAME,7,6,2007,932845,NoPurchaseOrderNumberField,NoChequeNumberField
83178,"[18905, 19535]",2,Certificat de Retenue d'Impots,10619348,Thyna Petroleum Services,6,10,2008,WL/00259/08,MISSING,NoChequeNumberField
83179,[2096],1,Cheque Stub,2000000,Avance,24,2,2003,830346,NoPurchaseOrderNumberField,NoChequeNumberField
83185,"[5202, 48]",2,Funds Transfer,7753.26,NA Solid Petroserve Ltd,6,7,2007,FT/07187/00388,MISSING,NoChequeNumberField
83187,[13387],1,Cheque Stub,4950000,UNREADABLE NAME,11,1,2011,3302139,NoPurchaseOrderNumberField,NoChequeNumberField
83190,,,Cheque Stub,271848,UNREADABLE NAME,11,11,2003,466327,NoPurchaseOrderNumberField,NoChequeNumberField
83192,"[12512, 2995]",2,Invoice/Facture,12677195,ENI Tunisia BV Succursale de Tunis,29,9,2006,SOL/WT/0169/06,500042,NoChequeNumberField
83193,[13465],1,Cheque Stub,4950000,A. Star,18,2,2011,3257007,NoPurchaseOrderNumberField,NoChequeNumberField
83194,[11356],1,Cheque Stub,MISSING,Zorgati Vehicles Industriels,31,12,2009,3066289,NoPurchaseOrderNumberField,NoChequeNumberField
83195,,,Cheque Stub,550200,Tax Alcot,4,8,2003,466118,NoPurchaseOrderNumberField,NoChequeNumberField
83197,"[9929, 2026, 6700, 16252]",4,Cheque,2870000,MISSING NAME,23,6,2009,2634685,NoPurchaseOrderNumberField,NoChequeNumberField
83200,"[5202, 48]",2,Funds Transfer,20627.73,NA Solid Petroserve Ltd,9,2,2007,FT/07040/00276,MISSING,NoChequeNumberField
83201,[12504],1,Cheque Stub,10878000,Bezi Transport,23,8,2010,3240645,NoPurchaseOrderNumberField,NoChequeNumberField
83205,"[6121, 10242, 12663, 4932]",4,Cheque,1090226,UNREADABLE NAME,26,11,2007,2317932,NoPurchaseOrderNumberField,NoChequeNumberField
83207,[13389],1,Funds Transfer,60001.31,NA Solid Petroserve Ltd,28,2,2007,FT/07059/00401,MISSING,NoChequeNumberField
83209,[14472],1,Cheque Stub,911100,RMB,2,8,2011,3332320,NoPurchaseOrderNumberField,NoChequeNumberField
83210,[13340],1,Cheque Stub,50000010,Alim Causse,3,1,2011,3302198,NoPurchaseOrderNumberField,NoChequeNumberField
83213,[6261],1,Journal de Paie,2000000,MISSING NAME,NaN,NaN,NaN,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
83214,[12493],1,Cheque Stub,286500,Steg,10,8,2010,3240624,NoPurchaseOrderNumberField,NoChequeNumberField
83216,"[5474, 5249, 13386, 11352]",4,Cheque,865000,Benarbia Ridha,19,3,2007,2155145,MISSING,NoChequeNumberField
83217,[18527],1,Invoice/Facture,322279,Ariana Logistics,27,3,2003,AL/083/2003,MISSING,NoChequeNumberField
83219,"[7354, 19035, 19036, 4606, 3720]",5,Invoice/Facture,1066833,Parenin Petroleum Services,28,7,2001,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
83220,,,Cheque Stub,3000000,Pneu Daouas,NaN,NaN,NaN,466271,NoPurchaseOrderNumberField,NoChequeNumberField
83222,[314],1,Cheque Stub,197360,UNREADABLE NAME,11,6,2010,3163634,NoPurchaseOrderNumberField,NoChequeNumberField
83224,[13022],1,Cheque Stub,14647800,Onauge,15,10,2010,3257176,NoPurchaseOrderNumberField,NoChequeNumberField
83227,,,Cheque Stub,7500000,Au TB,11,1,2010,2499809,NoPurchaseOrderNumberField,NoChequeNumberField
83229,[13378],1,Cheque Stub,3455923,Zorgati Vehicles Industriels,11,1,2011,3302146,NoPurchaseOrderNumberField,NoChequeNumberField
83234,[15178],1,Cheque Stub,1550300,DSP,15,12,2011,3521195,NoPurchaseOrderNumberField,NoChequeNumberField
83236,"[5759, 15264, 18954, 13461, 3085]",5,Cheque,5000000,Habbani Amour,26,6,2007,2317870,MISSING,NoChequeNumberField
83240,[13470],1,Cheque Stub,14531094,Speed Commerce and Distribution,23,2,2011,3257013,NoPurchaseOrderNumberField,NoChequeNumberField
83241,"[3215, 15646, 2101, 5315]",4,Payment Order,200000,UNREADABLE NAME,13,2,2007,309,NoPurchaseOrderNumberField,NoChequeNumberField
83244,[6272],1,Receipt,10000,MISSING NAME,10,5,2003,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
83245,"[6029, 18937, 3077, 13451, 19580]",5,Cheque,1092530,Habbani Amour,26,8,2007,2317919,MISSING,NoChequeNumberField
83247,[11513],1,Cheque Stub,UNREADABLE,Avance,22,2,2010,3108961,NoPurchaseOrderNumberField,NoChequeNumberField
83249,[14128],1,Cheque Stub,5000000,Avance Base Sousse,13,6,2011,3392352,NoPurchaseOrderNumberField,NoChequeNumberField
83252,"[8549, 15199]",2,Cheque,60000000,MISSING NAME,6,11,2008,2500224,NoPurchaseOrderNumberField,NoChequeNumberField
83259,"[15156, 6398, 11125, 19147]",4,Cheque,3305000,MISSING NAME,28,10,2008,2470176,NoPurchaseOrderNumberField,NoChequeNumberField
83262,"[127, 6704, 19292]",3,Receipt,37200,Equipement Siderurgique du Sahel,15,7,2003,7626,NoPurchaseOrderNumberField,NoChequeNumberField
83264,[9887],1,Cheque Stub,342525,ETS Ben Romdhane,1,6,2009,2635193,NoPurchaseOrderNumberField,NoChequeNumberField
83268,"[13359, 5200, 67]",3,Virement,861.87,Total Safety INC,15,11,2007,FT0732600144,MISSING,NoChequeNumberField
83271,[2482],1,Cheque Stub,302050,Remb Exp Claim,24,6,2004,874048,NoPurchaseOrderNumberField,NoChequeNumberField
83277,"[14820, 6151, 19144]",3,Receipt,8000,Mustapaha Daouas,27,8,2003,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
83281,"[13466, 5209, 61]",3,Virement,25271.00,Danum Well Services LTD,15,11,2007,FT0732600136,MISSING,NoChequeNumberField
83282,"[17616, 9752, 18367]",3,Invoice/Facture,13200300,Teletec,30,4,2010,100103,MISSING,NoChequeNumberField
83287,[13949],1,Cheque Stub,8211000,Key Consulting,9,5,2011,3392409,NoPurchaseOrderNumberField,NoChequeNumberField
83290,[1872],1,Cheque Stub,200000,UNREADABLE NAME,19,9,2003,794876,MISSING,NoChequeNumberField
83292,"[13466, 5209, 61]",3,Funds Transfer,20001.30,NA Solid Petroserve Ltd,15,6,2007,FT/07166/00201,MISSING,NoChequeNumberField
83294,[13382],1,Cheque Stub,154208,UNREADABLE NAME,11,1,2011,3302163,NoPurchaseOrderNumberField,NoChequeNumberField
83295,"[179, 18655]",2,Receipt,7300,Garage Sidi Salem,11,11,2003,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
83297,[311],1,Cheque Stub,140700,Air Liquide Tunisie Services,11,6,2010,3163636,NoPurchaseOrderNumberField,NoChequeNumberField
83298,[15004],1,Cheque Stub,15000000,Avance Base Sousse,28,11,2011,3521300,NoPurchaseOrderNumberField,NoChequeNumberField
83299,[13516],1,Cheque Stub,5000000,Avance Base Sousse,10,3,2011,3257025,NoPurchaseOrderNumberField,NoChequeNumberField
83302,"[5716, 13452]",2,Cheque,849900,Ben Arbia Ridha,7,6,2007,2165073,MISSING,NoChequeNumberField
83304,,,Cheque Stub,146308,UNREADABLE NAME,28,10,2003,466199,NoPurchaseOrderNumberField,NoChequeNumberField
83306,[2639],1,Cheque Stub,278500,UNREADABLE NAME,4,8,2004,874166,NoPurchaseOrderNumberField,NoChequeNumberField
83307,[2398],1,Cheque Stub,3680000,Advance Field Expenses,10,5,2004,801374,NoPurchaseOrderNumberField,NoChequeNumberField
83311,[1429],1,Cheque Stub,200000,Avance Iawzi,19,2,2003,738317,NoPurchaseOrderNumberField,NoChequeNumberField
83314,[9920],1,Cheque Stub,1058110,ETS,11,6,2001,2635207,NoPurchaseOrderNumberField,NoChequeNumberField
83316,,,Cheque Stub,235200,UNREADABLE NAME,12,6,2003,466112,NoPurchaseOrderNumberField,NoChequeNumberField
83320,"[4174, 15797, 17204, 11723, 17984]",5,Cheque,MISSING,Tunis Telecom,31,3,2006,943596,NoPurchaseOrderNumberField,NoChequeNumberField
83322,[14129],1,Cheque Stub,2093500,Steg,6,6,2011,3392447,NoPurchaseOrderNumberField,NoChequeNumberField
83323,"[13794, 17507, 5386, 11570, 2296, 4024]",6,Payment Order,200000,Solid,10,2,2006,3116,NoPurchaseOrderNumberField,NoChequeNumberField
83325,"[5203, 54]",2,Virement,2609.99,Hydrasun Group LTD,18,1,2007,FT0701900013,MISSING,NoChequeNumberField
83329,"[386, 17390, 18793, 16892, 17840, 12304]",6,Invoice/Facture,164937,Economic Auto,2,6,2008,08D01575,MISSING,NoChequeNumberField
83331,[13446],1,Cheque Stub,828665,D Filtre,11,1,2011,3302160,NoPurchaseOrderNumberField,NoChequeNumberField
83333,"[5345, 5249, 13386, 11352]",4,Cheque,3845875,INA Petroleum,9,8,2007,2155214,MISSING,NoChequeNumberField
83337,,,Cheque Stub,800,UNREADABLE NAME,7,11,2003,466186,NoPurchaseOrderNumberField,NoChequeNumberField
83341,[2889],1,Cheque Stub,4851650,UNREADABLE NAME,25,10,2004,901721,NoPurchaseOrderNumberField,NoChequeNumberField
83344,[12489],1,Cheque Stub,MISSING,UNREADABLE NAME,3,8,2010,3240610,NoPurchaseOrderNumberField,NoChequeNumberField
83347,[2675],1,Cheque Stub,UNREADABLE,UNREADABLE NAME,25,8,2004,882935,NoPurchaseOrderNumberField,NoChequeNumberField
83352,"[6435, 13356, 73, 5240]",4,Cheque,353000,Lufthansa,14,11,2007,2394282,MISSING,NoChequeNumberField
83354,[2580],1,Cheque Stub,MISSING,MISSING NAME,6,7,2004,874093,NoPurchaseOrderNumberField,NoChequeNumberField
83356,,,Cheque Stub,3470965,GSM GSM House,11,4,2003,572377,NoPurchaseOrderNumberField,NoChequeNumberField
83358,"[13372, 62, 5246]",3,Invoice/Facture,9101,Electricite du Centre,14,1,2003,778,NoPurchaseOrderNumberField,NoChequeNumberField
83363,[15192],1,Cheque Stub,4137000,Key Consulting,1,12,2011,3521334,NoPurchaseOrderNumberField,NoChequeNumberField
83364,[3032],1,Cheque Stub,764899,Avances Bob Fox,15,12,2004,908994,NoPurchaseOrderNumberField,NoChequeNumberField
83373,[14972],1,Cheque Stub,UNREADABLE,Avance,10,11,2011,3521286,NoPurchaseOrderNumberField,NoChequeNumberField
83375,"[5384, 3229, 5243, 18968, 13479, 19592]",6,Cheque,72300,EMK SA,20,2,2007,2155298,MISSING,NoChequeNumberField
83379,"[7603, 19731, 19880, 17051]",4,Receipt,552211,BSB Automobile SA,21,7,2009,UNREADABLE,NoPurchaseOrderNumberField,NoChequeNumberField
83381,[2977],1,Cheque Stub,1500000,Taxe C Affaires,NaN,NaN,NaN,908978,NoPurchaseOrderNumberField,NoChequeNumberField
83382,[12648],1,Cheque Stub,3710525,UNREADABLE NAME,24,8,2010,3240576,NoPurchaseOrderNumberField,NoChequeNumberField
83384,"[7318, 1624, 9132]",3,List of Invoices,353395806,NoCompanyNameField,NoIssueDateDayField,NoIssueDateMonthField,NoIssueDateYearField,NoDocNumberField,NoPurchaseOrderNumberField,NoChequeNumberField
83385,"[4437, 6998, 19302, 190, 3532, 2445]",6,Cheque,3140821,Mokhtar Slama Vente Materiel Electrique Batiment & Industriel,7,6,2002,952308,NoPurchaseOrderNumberField,NoChequeNumberField
83388,"[13378, 11496]",2,Virement,5349900,STE Hotel Sangho Tataouine,2,3,2007,FT0706500011,MISSING,NoChequeNumberField
83391,[10251],1,Cheque Stub,1164855,UNREADABLE NAME,27,7,2009,2634786,NoPurchaseOrderNumberField,NoChequeNumberField
83394,"[6833, 9368, 3393, 4327]",4,Cheque,1415531,Royal Decor,8,2,2008,2394335,NoPurchaseOrderNumberField,NoChequeNumberField
83396,[10080],1,Cheque Stub,2053462,Le Auison Du Flexible,1,7,2009,2635216,NoPurchaseOrderNumberField,NoChequeNumberField
83398,[2955],1,Cheque Stub,200000,UNREADABLE NAME,16,11,2004,908956,NoPurchaseOrderNumberField,NoChequeNumberField
83401,"[8576, 439]",2,Cheque,MISSING,Alitalia Linee Aeree Italiane,11,11,2008,2634906,NoPurchaseOrderNumberField,NoChequeNumberField
83402,"[6510, 13448]",2,Cheque,440000,UK Restaurant,7,12,2007,2394405,MISSING,NoChequeNumberField
83405,[13397],1,Cheque Stub,360000,Servimax,11,1,2011,3302166,NoPurchaseOrderNumberField,NoChequeNumberField
83412,[2632],1,Cheque Stub,800000,UNREADABLE NAME,2,8,2004,874164,NoPurchaseOrderNumberField,NoChequeNumberField
83414,"[12890, 14824, 10775, 19763, 18156]",5,Cheque,800000,UNREADABLE NAME,23,10,2010,3257189,NoPurchaseOrderNumberField,NoChequeNumberField
83415,[12678],1,Cheque Stub,1172,Man Family Car,14,9,2010,3257048,NoPurchaseOrderNumberField,NoChequeNumberField
83416,"[6373, 15432, 13622, 5252, 3142]",5,Cheque,615580,Metoui Med Sadok,16,11,2007,2394283,MISSING,NoChequeNumberField
83417,[1498],1,Cheque Stub,334684,UNREADABLE NAME,19,3,2003,738303,NoPurchaseOrderNumberField,NoChequeNumberField
83424,"[13070, 15055]",2,Cheque,800000,UNREADABLE NAME,27,11,2010,3257100,NoPurchaseOrderNumberField,NoChequeNumberField
83427,"[5971, 10092, 17410, 17022]",4,Cheque,20312786,MISSING NAME,23,7,2007,2317753,NoPurchaseOrderNumberField,NoChequeNumberField
83430,"[5194, 8952]",2,Virement,39862.30,Danum Well Services LTD,15,3,2007,FT0707400268,MISSING,NoChequeNumberField
83432,[12476],1,Cheque Stub,MISSING,GSM GSM House,2,8,2010,3240608,NoPurchaseOrderNumberField,NoChequeNumberField
83433,[2922],1,Cheque Stub,9858360,MISSING NAME,19,10,2004,901705,NoPurchaseOrderNumberField,NoChequeNumberField
83434,"[5753, 7339, 17350, 3688, 4577]",5,Invoice/Facture,378015,Economic Auto,21,2,2009,AVSR9002,MISSING,NoChequeNumberField
83436,"[12507, 3876, 17857, 5885, 14614, 2066]",6,Cheque,MISSING,CNSS,13,8,2010,3240644,NoPurchaseOrderNumberField,NoChequeNumberField
83438,[12680],1,Cheque Stub,2510000,Avance Exports,17,9,2010,3257057,NoPurchaseOrderNumberField,NoChequeNumberField
83439,[1432],1,Cheque Stub,2100000,UNREADABLE NAME,20,2,2003,738359,NoPurchaseOrderNumberField,NoChequeNumberField
83440,"[5608, 18957, 19587, 13463, 3087, 5206]",6,Cheque,507944,M Le Reqeuew des Finances,19,4,2007,2165035,MISSING,NoChequeNumberField
83443,,,Cheque Stub,60000,Frais de Traduction,21,5,2004,666923,NoPurchaseOrderNumberField,NoChequeNumberField
83448,"[5475, 5213, 13388, 11351]",4,Cheque,1000000,Benarbia Ridha,19,3,2007,2155143,MISSING,NoChequeNumberField
83449,[15198],1,Cheque Stub,7000000,W Wear Avance,21,12,2011,3521208,NoPurchaseOrderNumberField,NoChequeNumberField
83451,"[18342, 3475, 18721]",3,Invoice/Facture,701300,Teletec Catering,15,6,2010,FAC-100038,MISSING,NoChequeNumberField
83457,"[8209, 19176]",2,Invoice/Facture,288700,Societe Tunisienne de l'Electricite du Gaz,NaN,NaN,NaN,MISSING,MISSING,NoChequeNumberField
83459,,,Cheque Stub,145320,Steg Sousse Base,7,10,2003,466180,NoPurchaseOrderNumberField,NoChequeNumberField
83461,[15166],1,Cheque Stub,MISSING,BSB Toyota,NaN,NaN,NaN,3521167,NoPurchaseOrderNumberField,NoChequeNumberField
83462,"[5966, 19607, 13615, 17947, 3144]",5,Cheque,3500000,HBC,27,7,2007,2317746,MISSING,NoChequeNumberField
83469,"[2407, 15794, 1606, 5565, 6829]",5,Cheque,4955000,MISSING NAME,6,4,2009,2470497,NoPurchaseOrderNumberField,NoChequeNumberField
83470,"[2459, 7003, 3529, 1763, 15925, 19024, 19322]",7,Certificat de Retenue d'Impots,50192.73,UNREADABLE NAME,NaN,4,2010,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
83476,"[10083, 2799, 5978, 4804, 17031]",5,Cheque,4978977,MISSING NAME,23,5,2008,2470311,NoPurchaseOrderNumberField,NoChequeNumberField
83478,,,Cheque Stub,285700,Remb Exp no Log,23,10,2003,466200,NoPurchaseOrderNumberField,NoChequeNumberField
83485,[14171],1,Cheque Stub,409800,Steg,13,6,2011,3392356,NoPurchaseOrderNumberField,NoChequeNumberField
83486,[1739],1,Cheque Stub,3161000,Salaires,29,7,2003,776861,NoPurchaseOrderNumberField,NoChequeNumberField
83487,[1788],1,Cheque Stub,150000,Materiels de Construction,8,8,2003,776874,NoPurchaseOrderNumberField,NoChequeNumberField
83488,"[5584, 5309, 13385, 11473]",4,Cheque,7841900,UNREADABLE NAME,4,4,2007,2155176,MISSING,NoChequeNumberField
83489,"[5573, 19657, 1574, 9521, 6816]",5,Cheque,616723,R&K Metal,4,4,2007,2165001,NoPurchaseOrderNumberField,NoChequeNumberField
83490,,,Cheque Stub,300000,Avances Gary,19,11,2003,466338,NoPurchaseOrderNumberField,NoChequeNumberField
83493,"[5183, 13340, 57]",3,Funds Transfer,814.28,NA Solid Petroserve Ltd,21,9,2007,FT/07264/00350,MISSING,NoChequeNumberField
83494,"[3732, 9917, 1918, 18078, 19708]",5,Invoice/Facture,1886628,Total,20,6,2011,4005196267,2205257021,NoChequeNumberField
83496,,,Cheque Stub,2791090,UNREADABLE NAME,6,5,2004,844802,NoPurchaseOrderNumberField,NoChequeNumberField
83497,"[6684, 4312, 19654, 11840, 9116]",5,Cheque,61000000,MISSING NAME,21,1,2008,2394495,NoPurchaseOrderNumberField,NoChequeNumberField
83498,"[9754, 5715, 17351, 16265, 17638]",5,Cheque,100000000,Equip Petrol,26,2,2009,2155110,NoPurchaseOrderNumberField,NoChequeNumberField
83499,"[520, 3152, 13774]",3,Invoice/Facture,64805.00,ENI Tunisia BV Succursale de Tunis,20,2,2006,SOL/WT/0012/06,500158,NoChequeNumberField
83503,[12885],1,Cheque Stub,MISSING,Taxe,19,10,2010,3257185,NoPurchaseOrderNumberField,NoChequeNumberField
83505,[14117],1,Cheque Stub,1977185,HG Tulip,12,5,2011,3392414,NoPurchaseOrderNumberField,NoChequeNumberField
83509,"[6512, 13379]",2,Cheque,7434878,Bali Lassaad,6,12,2007,2394399,MISSING,NoChequeNumberField
83510,"[14348, 16880, 10061, 5833, 12305, 2720]",6,Cheque,448455,Sotufra SA,NaN,NaN,NaN,3332317,NoPurchaseOrderNumberField,NoChequeNumberField
83512,[13451],1,Cheque Stub,390300,Stey,8,2,2011,3256998,NoPurchaseOrderNumberField,NoChequeNumberField
83513,[13068],1,Cheque Stub,3257098,Sugerec,23,11,2011,3257098,NoPurchaseOrderNumberField,NoChequeNumberField
83515,"[12867, 5199]",2,Cheque,5460562,HG Tulip,5,10,2010,3257158,NoPurchaseOrderNumberField,NoChequeNumberField
83523,[12153],1,Cheque Stub,1418400,UNREADABLE NAME,24,6,2010,3212596,NoPurchaseOrderNumberField,NoChequeNumberField
83524,"[17423, 14646, 18804, 5040]",4,Invoice/Facture,3852372,Economic Auto,31,8,2010,FSS10257,MISSING,NoChequeNumberField
83526,[12695],1,Cheque Stub,MISSING,Tunisiana SA,31,8,2010,3240569,NoPurchaseOrderNumberField,NoChequeNumberField
83528,[13366],1,Cheque Stub,9945075,Euro Flex,11,1,2011,3302161,NoPurchaseOrderNumberField,NoChequeNumberField
83532,"[12860, 7839]",2,Cheque,2746180,UNREADABLE NAME,18,9,2010,3257066,NoPurchaseOrderNumberField,NoChequeNumberField
83534,"[13958, 3569, 7145]",3,Receipt,120000,UNREADABLE NAME,24,10,2003,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
83535,"[6509, 13453]",2,Cheque,56380300,LC Ghussein Bachar,5,12,2007,2394398,MISSING,NoChequeNumberField
83539,[2761],1,Cheque,MISSING,UNREADABLE NAME,16,9,2011,1000366,NoPurchaseOrderNumberField,NoChequeNumberField
83542,"[18526, 571]",2,Invoice/Facture,665300,Destination Tourisme & Voyages,28,10,2009,3101,MISSING,NoChequeNumberField
83543,"[17515, 4023, 2295]",3,Invoice/Facture,MISSING,ENI Tunisia BV Succursale de Tunis,21,11,2007,200700835,MISSING,NoChequeNumberField
83544,[8391],1,Invoice/Facture,48970300,SLVM,23,11,2009,00136p/2009,NoPurchaseOrderNumberField,NoChequeNumberField
83548,"[5487, 1510, 9178]",3,Cheque,727292,MISSING NAME,27,3,2007,2155158,NoPurchaseOrderNumberField,NoChequeNumberField
83552,"[13358, 5195, 71]",3,Virement,150000.00,NA Solid Petroserve Ltd,17,5,2007,FT0713700465,MISSING,NoChequeNumberField
83556,,,Invoice/Facture,565852,Economic Auto,31,12,2008,08D03884,NoPurchaseOrderNumberField,NoChequeNumberField
83559,"[18538, 19200, 19548]",3,Invoice/Facture,1778300,Destination Tourisme & Voyages,2,12,2009,3543,MISSING,NoChequeNumberField
83566,"[3495, 7038, 13946]",3,Receipt,4180,ETS Ben Hamida Mustapha,25,10,2003,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
83574,"[6157, 15264, 18954, 13461, 3085]",5,Cheque,5000000,Habbani Amour,26,9,2007,2317796,MISSING,NoChequeNumberField
83576,,,Invoice/Facture,152780,GPI,20,6,2006,99,NoPurchaseOrderNumberField,NoChequeNumberField
83577,[6275],1,Invoice/Facture,1330300,Yassine Marine Services,6,10,2009,77/09,1349,NoChequeNumberField
83584,"[2407, 15794, 1606, 5565, 6829]",5,Receipt,49440,Comptoir el Amen,4,9,2003,10,MISSING,NoChequeNumberField
83587,"[5599, 3070, 18931, 19579, 13455]",5,Cheque,351437,UNREADABLE NAME,18,4,2007,2165033,MISSING,NoChequeNumberField
83596,"[5222, 13363, 11344]",3,Receipt,11440,Establishment Ben Romdhane,30,2,2003,3533,NoPurchaseOrderNumberField,NoChequeNumberField
83597,"[6234, 13387]",2,Cheque,1137500,M Hammadi,1,10,2007,2317801,MISSING,NoChequeNumberField
83602,"[5202, 48]",2,Funds Transfer,7753.26,NA Solid Petroserve Ltd,6,7,2007,FT/07187/00388,MISSING,NoChequeNumberField
83606,[2571],1,Cheque Stub,79500,MISSING NAME,21,7,2004,874129,NoPurchaseOrderNumberField,NoChequeNumberField
83610,"[17928, 53]",2,Funds Transfer,60001.31,NA Solid Petroserve Ltd,5,6,2007,FT/07156/00559,MISSING,NoChequeNumberField
83612,"[13759, 15752, 17740, 2113, 18630]",5,Cheque,10000000,Avance Base Sousse,1,4,2011,3361004,NoPurchaseOrderNumberField,NoChequeNumberField
83618,"[5649, 13452]",2,Cheque,3297907,ETS Ben Romdhane,7,5,2007,2165106,MISSING,NoChequeNumberField
83620,"[11488, 17760, 2222, 3230]",4,Receipt,16730,Librairie le Cercle de Saviour,5,5,2003,15,MISSING,NoChequeNumberField
83632,"[5050, 19452, 7972]",3,Invoice/Facture,722000,Societe Tunisienne de l'Electricite du Gaz,7,7,2009,MISSING,MISSING,NoChequeNumberField
83635,"[19471, 6254]",2,Invoice/Facture,728121,Bureau Plus,31,8,2009,FC3110,MISSING,NoChequeNumberField
83640,,,Cheque Stub,MISSING,UNREADABLE NAME,11,6,2007,2316745,NoPurchaseOrderNumberField,NoChequeNumberField
83645,"[6660, 4314, 11707, 15740, 9136]",5,Receipt,31560,MISSING NAME,4,8,2003,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
83647,"[1521, 3413, 19655, 9322]",4,Invoice/Facture,166875,MISSING NAME,19,8,2003,MISSING,MISSING,NoChequeNumberField
83654,"[2261, 4064, 19865, 17562]",4,Receipt,35700,STE Etolie Center,23,5,2003,MISSING,MISSING,NoChequeNumberField
83656,"[10282, 19124]",2,Cheque,1200000,UNREADABLE NAME,22,12,2005,957125,NoPurchaseOrderNumberField,NoChequeNumberField
83660,"[5855, 5232, 11484, 13374]",4,Cheque,2096098,Bureau Plus,2,7,2007,2317878,MISSING,NoChequeNumberField
83662,"[5450, 1376, 2359, 15586, 3378]",5,Invoice/Facture,26040300,Teletec,31,3,2008,800124,MISSING,NoChequeNumberField
83666,,,Invoice/Facture,1988076,Manprotect SARL,1,10,2009,507/2009,MISSING,NoChequeNumberField
83668,"[5994, 4911, 17538, 16601, 2842, 17099]",6,Cheque,276880,UNREADABLE NAME,8,8,2007,2317830,NoPurchaseOrderNumberField,NoChequeNumberField
83672,"[5496, 19583, 13462, 18945, 3080]",5,Cheque,935902,A.R.I,8,3,2007,2155325,MISSING,NoChequeNumberField
83675,"[15271, 3172, 13765, 17708, 5267]",5,Bon de Commande,MISSING,MISSING NAME,10,2,2010,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
83676,,,Invoice/Facture,12300,Tunisia Autoroutes,12,12,2007,57965,MISSING,NoChequeNumberField
83678,"[17928, 53]",2,Virement,70000.00,NA Solid Petroserve Ltd,3,5,2007,FT0712700184,MISSING,NoChequeNumberField
83683,"[13759, 15752, 17740, 2113, 18630]",5,Invoice/Facture,41939,Economic Auto,7,2,2008,08D00382,NoPurchaseOrderNumberField,NoChequeNumberField
83689,"[11481, 17521, 2230, 15561]",4,Invoice/Facture,75000,Establissement Achour,6,5,2003,50046,NoPurchaseOrderNumberField,NoChequeNumberField
83691,[18256],1,Bon de Livraison,MISSING,BSB Automobile SA,31,12,2008,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
83693,[2003],1,Cheque Stub,UNREADABLE,UNREADABLE NAME,27,11,2003,807762,NoPurchaseOrderNumberField,NoChequeNumberField
83694,"[5210, 13364]",2,Cheque,452780,UNREADABLE NAME,27,12,2006,2165179,MISSING,NoChequeNumberField
83698,"[1923, 3744, 9934]",3,Invoice/Facture,10622800,Teletec,25,5,2010,100125,MISSING,NoChequeNumberField
83705,"[6361, 13392]",2,Cheque,728900,Cogef Plus,1,11,2007,2394278,MISSING,NoChequeNumberField
83714,"[5197, 13381]",2,Cheque,7389864,ETS El Bezi,28,12,2006,2165185,MISSING,NoChequeNumberField
83723,[2579],1,Cheque Stub,847847,UNREADABLE NAME,14,7,2004,874111,NoPurchaseOrderNumberField,NoChequeNumberField
83726,"[5979, 13387]",2,Cheque,3180000,Habbani Anouar,6,8,2007,2317816,MISSING,NoChequeNumberField
83728,"[15270, 17707, 13807, 5265, 3175]",5,Invoice/Facture,1796606,Economic Auto,31,1,2008,FSS80081,NoPurchaseOrderNumberField,NoChequeNumberField
83730,[8599],1,Invoice/Facture,531300,Mohsen Kisa,31,12,2009,490,NoPurchaseOrderNumberField,NoChequeNumberField
83731,"[5326, 13392]",2,Cheque,937500,Habbani Amour,9,2,2007,2155204,MISSING,NoChequeNumberField
83734,"[15784, 8198]",2,Invoice/Facture,602300,Medical Plus,24,10,2009,53,MISSING,NoChequeNumberField
83735,"[13373, 5205]",2,Funds Transfer,2.66,NA Solid Petroserve Ltd,26,2,2007,FT/07057/00411,MISSING,NoChequeNumberField
83737,"[6125, 13630]",2,Cheque,6415407,A.S Express,26,8,2007,2317925,MISSING,NoChequeNumberField
83739,"[6849, 17264, 1615, 3440, 9115]",5,Invoice/Facture,15704,Economic Auto,17,2,2010,FSR10117,MISSING,NoChequeNumberField
83743,"[12631, 2064, 2970, 400]",4,Invoice/Facture,10308041,Economic Auto,4,8,2009,09D02655,MISSING,NoChequeNumberField
83752,[13066],1,Cheque Stub,1154808,Steg Sousse Base,18,11,2010,3257091,NoPurchaseOrderNumberField,NoChequeNumberField
