TransactionIndex,AlbarakaIndex,Number of ALB Indexes,GrandeLivreIndex,Number of GL Indexes,Date Discrepancy,Amount,Amount Discrepancy,Post Day,Post Month,Post Year,Value Day,Value Month,Value Year,libdesc,reftran,Bank Account,Bank Name,Bank Currency
19596,[19815],1,[2784],1,0,9970.0,,01,02,2012,01,02,2012,virementrecu,,0008401010056211,USD,USD
19597,[19816],1,[2785],1,0,-1980.39,,01,02,2012,01,02,2012,retraitespeces,rcashba,0008401010056211,USD,USD
19598,[19817],1,[2786],1,0,-13000.0,,02,02,2012,02,02,2012,virement,,0008401010056211,USD,USD
19599,[19818],1,[2787],1,0,11611.19,,10,02,2012,10,02,2012,virementrecu,,0008401010056211,USD,USD
19600,[19819],1,[2788],1,0,7238.22,,10,02,2012,10,02,2012,virementrecu,,0008401010056211,USD,USD
19601,[19820],1,[2789],1,0,-19424.96,,10,02,2012,10,02,2012,virement,,0008401010056211,USD,USD
19602,[19821],1,[2790],1,0,2101.59,,13,02,2012,14,02,2012,virementrecu,,0008401010056211,USD,USD
19603,[19822],1,[2791],1,0,-2100.0,,14,02,2012,14,02,2012,virement,,0008401010056211,USD,USD
19604,[19823],1,[2793],1,0,176662.44,,15,02,2012,15,02,2012,virementrecu,,0008401010056211,USD,USD
19605,[19824],1,[2792],1,0,-140000.0,,15,02,2012,15,02,2012,virement,,0008401010056211,USD,USD
19606,[19825],1,[2794],1,0,-29990.0,,17,02,2012,17,02,2012,virement,,0008401010056211,USD,USD
19607,[19826],1,[2795],1,0,49788.25,,17,02,2012,17,02,2012,virementrecu,,0008401010056211,USD,USD
19608,[19827],1,[2798],1,0,363098.19,,27,02,2012,27,02,2012,virementrecu,,0008401010056211,USD,USD
19609,[19828],1,[2796],1,0,-10000.0,,27,02,2012,27,02,2012,virement,,0008401010056211,USD,USD
19610,[19829],1,[2797],1,0,-5000.0,,27,02,2012,27,02,2012,virement,,0008401010056211,USD,USD
19611,[19830],1,[2799],1,0,3060.26,,28,02,2012,28,02,2012,virementrecu,,0008401010056211,USD,USD
19612,[19831],1,[2800],1,0,-300000.0,,28,02,2012,28,02,2012,virement,,0008401010056211,USD,USD
19613,[19832],1,[2806],1,1,-8102.28,,29,02,2012,29,02,2012,retraitespeces,rcashste,0008401010056211,USD,USD
19614,[19833],1,[2803],1,1,-2700.76,,29,02,2012,29,02,2012,retraitespeces,rcashbac,0008401010056211,USD,USD
19615,[19834],1,[2804],1,1,-1851.4,,29,02,2012,29,02,2012,retraitespeces,rcashbac,0008401010056211,USD,USD
19616,[19835],1,[2805],1,1,-2700.76,,29,02,2012,29,02,2012,retraitespeces,rcashrob,0008401010056211,USD,USD
19617,[19836],1,[2802],1,1,-4016.0,,29,02,2012,29,02,2012,retraitespeces,rcashrob,0008401010056211,USD,USD
19618,[19837],1,[2801],1,1,-4085.04,,29,02,2012,29,02,2012,retraitespeces,rcashbac,0008401010056211,USD,USD
19619,[19838],1,[2807],1,0,32623.63,,01,03,2012,29,02,2012,virementrecu,,0008401010056211,USD,USD
19620,[19839],1,[2811],1,0,-13325.13,,02,03,2012,02,03,2012,paiement,,0008401010056211,USD,USD
19621,[19840],1,[2810],1,0,-20776.36,,02,03,2012,02,03,2012,paiement,,0008401010056211,USD,USD
19622,[19841],1,[2809],1,0,-3991.0,,02,03,2012,02,03,2012,paiement,,0008401010056211,USD,USD
19623,[19842],1,[2808],1,0,-10067.11,,02,03,2012,02,03,2012,virement,,0008401010056211,USD,USD
19624,[19843],1,[2813],1,0,-30000.0,,05,03,2012,05,03,2012,virement,,0008401010056211,USD,USD
19625,[19844],1,[2812],1,0,-13882.48,,05,03,2012,05,03,2012,paiement,,0008401010056211,USD,USD
19626,[19845],1,[2814],1,0,-3315.65,,06,03,2012,06,03,2012,virement,,0008401010056211,USD,USD
19627,[19846],1,[2815],1,0,-21430.0,,06,03,2012,06,03,2012,virement,,0008401010056211,USD,USD
19628,[19847],1,[2816],1,0,3881.01,,09,03,2012,09,03,2012,virementrecu,,0008401010056211,USD,USD
19629,[19848],1,[2817],1,0,-3881.4,,09,03,2012,09,03,2012,virement,,0008401010056211,USD,USD
19630,[19849],1,[2818],1,2,7003.08,,19,03,2012,21,03,2012,virementrecu,,0008401010056211,USD,USD
19631,[19850],1,[2819],1,0,17712.72,,21,03,2012,21,03,2012,virementrecu,,0008401010056211,USD,USD
19632,[19851],1,[2820],1,0,-24000.0,,21,03,2012,21,03,2012,virement,,0008401010056211,USD,USD
19633,[19852],1,[2821],1,0,468284.9,,27,03,2012,27,03,2012,virementrecu,,0008401010056211,USD,USD
19634,[19853],1,[2822],1,0,330619.26,,28,03,2012,28,03,2012,virementrecu,,0008401010056211,USD,USD
19635,[19854],1,[2825],1,0,-42758.75,,28,03,2012,28,03,2012,paiement,,0008401010056211,USD,USD
19636,[19855],1,[2823],1,0,-3402.44,,28,03,2012,28,03,2012,paiement,,0008401010056211,USD,USD
19637,[19856],1,[2827],1,0,-6873.56,,28,03,2012,28,03,2012,paiement,,0008401010056211,USD,USD
19638,[19857],1,[2826],1,0,-42887.92,,28,03,2012,28,03,2012,paiement,,0008401010056211,USD,USD
19639,[19858],1,[2824],1,0,-160000.0,,28,03,2012,28,03,2012,paiement,,0008401010056211,USD,USD
19640,[19859],1,[2828],1,0,-300000.0,,28,03,2012,28,03,2012,virement,,0008401010056211,USD,USD
19641,[19860],1,[2829],1,0,-20000.0,,30,03,2012,30,03,2012,virement,,0008401010056211,USD,USD
19642,[19861],1,[2830],1,0,-10000.0,,30,03,2012,30,03,2012,virement,,0008401010056211,USD,USD
19643,[19862],1,[2831],1,0,-6697.92,,30,03,2012,30,03,2012,virement,,0008401010056211,USD,USD
19644,[19863],1,[2833],1,1,-1.44,,30,03,2012,01,04,2012,tva,,0008401010056211,USD,USD
19645,[19864],1,[2832],1,1,-8.0,,30,03,2012,01,04,2012,fraisdetenuedel,,0008401010056211,USD,USD
19646,[19865],1,[2834],1,0,-50000.0,,02,04,2012,02,04,2012,virement,,0008401010056211,USD,USD
19647,[19866],1,[2835],1,0,-7014.0,,02,04,2012,02,04,2012,virement,,0008401010056211,USD,USD
19648,[19867],1,[2836],1,0,-13899.48,,02,04,2012,02,04,2012,paiement,,0008401010056211,USD,USD
19649,[19868],1,[2837],1,0,-7855.0,,02,04,2012,02,04,2012,paiement,,0008401010056211,USD,USD
19650,[19869],1,[2838],1,0,-1075.1,,02,04,2012,02,04,2012,paiement,,0008401010056211,USD,USD
19651,[19870],1,[2839],1,0,-961.15,,02,04,2012,02,04,2012,paiement,,0008401010056211,USD,USD
19652,[19871],1,[2840],1,0,82562.25,,02,04,2012,02,04,2012,virementrecu,,0008401010056211,USD,USD
19653,[19872],1,[2841],1,0,-27452.42,,03,04,2012,03,04,2012,paiement,,0008401010056211,USD,USD
19654,[19873],1,[2842],1,0,-20000.0,,03,04,2012,03,04,2012,virement,,0008401010056211,USD,USD
19655,[19874],1,[2843],1,0,-50000.0,,04,04,2012,04,04,2012,virement,,0008401010056211,USD,USD
19656,[19875],1,[2844],1,0,-50000.0,,13,04,2012,13,04,2012,virement,,0008401010056211,USD,USD
19657,[19876],1,[2845],1,0,154053.06,,16,04,2012,16,04,2012,virementrecu,,0008401010056211,USD,USD
19658,[19877],1,[2846],1,0,-383.91,,16,04,2012,16,04,2012,paiement,,0008401010056211,USD,USD
19659,[19878],1,[2848],1,0,-2623.45,,16,04,2012,16,04,2012,retraitespeces,rcashrob,0008401010056211,USD,USD
19660,[19879],1,[2849],1,0,-1967.59,,16,04,2012,16,04,2012,retraitespeces,rcashste,0008401010056211,USD,USD
19661,[19880],1,[2847],1,1,21210.25,,16,04,2012,17,04,2012,virementrecu,,0008401010056211,USD,USD
19662,[19881],1,[2850],1,0,-30000.0,,18,04,2012,18,04,2012,virement,,0008401010056211,USD,USD
19663,[19882],1,[2851],1,-1,-100000.0,,18,04,2012,18,04,2012,virement,,0008401010056211,USD,USD
19664,[19883],1,[2852],1,0,-23056.65,,20,04,2012,20,04,2012,virement,,0008401010056211,USD,USD
19665,[19884],1,[2853],1,0,-15000.0,,20,04,2012,20,04,2012,virement,,0008401010056211,USD,USD
19666,[19885],1,[2854],1,0,19817.75,,23,04,2012,24,04,2012,virementrecu,,0008401010056211,USD,USD
19667,[19886],1,[2855],1,0,-20000.0,,24,04,2012,24,04,2012,virement,,0008401010056211,USD,USD
19668,[19887],1,[2856],1,1,38742.98,,24,04,2012,25,04,2012,virementrecu,,0008401010056211,USD,USD
19669,[19888],1,[2858],1,-1,-6651.5,,25,04,2012,25,04,2012,retraitespeces,rcashbac,0008401010056211,USD,USD
19670,[19889],1,[2857],1,0,72989.13,,26,04,2012,25,04,2012,virementrecu,,0008401010056211,USD,USD
19671,[19890],1,[2859],1,0,-4004.76,,27,04,2012,27,04,2012,retraitespeces,rcashrob,0008401010056211,USD,USD
19672,[19891],1,[2860],1,0,-30000.0,,27,04,2012,27,04,2012,virement,,0008401010056211,USD,USD
19673,[19892],1,[2861],1,0,228043.69,,30,04,2012,30,04,2012,virementrecu,,0008401010056211,USD,USD
19674,[19893],1,[2862],1,0,-200000.0,,02,05,2012,02,05,2012,virement,,0008401010056211,USD,USD
19675,[19894],1,[2863],1,0,-150000.0,,02,05,2012,02,05,2012,paiement,,0008401010056211,USD,USD
19676,[19895],1,[2864],1,1,-3006.98,,07,05,2012,07,05,2012,retraitespeces,rcashabd,0008401010056211,USD,USD
19677,[19896],1,[2865],1,1,-2636.7,,07,05,2012,07,05,2012,retraitespeces,rcashste,0008401010056211,USD,USD
19678,[19897],1,[2866],1,1,-3955.06,,07,05,2012,07,05,2012,retraitespeces,rcashbac,0008401010056211,USD,USD
19679,[19898],1,[2867],1,0,3119.65,,08,05,2012,09,05,2012,virementrecu,,0008401010056211,USD,USD
19680,[19899],1,[2868],1,0,-5984.94,,10,05,2012,10,05,2012,virement,,0008401010056211,USD,USD
19681,[19900],1,[2870],1,0,322167.49,,11,05,2012,11,05,2012,virementrecu,,0008401010056211,USD,USD
19682,[19901],1,[2871],1,0,-100000.0,,11,05,2012,11,05,2012,virement,,0008401010056211,USD,USD
19683,[19902],1,[2872],1,0,-100265.0,,11,05,2012,11,05,2012,paiement,,0008401010056211,USD,USD
19684,[19903],1,[2869],1,0,-60434.42,,11,05,2012,11,05,2012,paiement,,0008401010056211,USD,USD
19685,[19904],1,[2873],1,0,-6944.24,,14,05,2012,14,05,2012,paiement,,0008401010056211,USD,USD
19686,[19905],1,[2874],1,0,30828.79,,15,05,2012,15,05,2012,virementrecu,,0008401010056211,USD,USD
19687,[19906],1,[2875],1,0,-3077.7,,15,05,2012,15,05,2012,retraitespeces,rcashabd,0008401010056211,USD,USD
19688,[19907],1,[2876],1,0,-3232.88,,15,05,2012,15,05,2012,retraitespeces,rcashba,0008401010056211,USD,USD
19689,[19908],1,[2877],1,0,-2556.18,,21,05,2012,21,05,2012,retraitespeces,rcashste,0008401010056211,USD,USD
19690,[19909],1,[2878],1,0,156202.33,,21,05,2012,21,05,2012,virementrecu,,0008401010056211,USD,USD
19691,[19910],1,[2879],1,0,-150000.0,,22,05,2012,22,05,2012,paiement,,0008401010056211,USD,USD
19692,[19911],1,[2880],1,0,-5020.0,,24,05,2012,24,05,2012,retraitespeces,rcashrob,0008401010056211,USD,USD
19693,[19912],1,[2881],1,0,-20000.0,,25,05,2012,25,05,2012,virement,,0008401010056211,USD,USD
19694,[19913],1,[2884],1,0,-29351.29,,29,05,2012,29,05,2012,paiement,,0008401010056211,USD,USD
19695,[19914],1,[2885],1,0,-1998.25,,29,05,2012,29,05,2012,paiement,,0008401010056211,USD,USD
19696,[19915],1,[2886],1,0,-9765.91,,29,05,2012,29,05,2012,paiement,,0008401010056211,USD,USD
19697,[19916],1,[2883],1,1,219577.45,,28,05,2012,30,05,2012,virementrecu,,0008401010056211,USD,USD
19698,[19917],1,[2882],1,1,7202.66,,28,05,2012,30,05,2012,virementrecu,,0008401010056211,USD,USD
19699,[19918],1,[2887],1,0,-243000.0,,30,05,2012,30,05,2012,virement,,0008401010056211,USD,USD
19700,[19919],1,[2888],1,0,41229.79,,31,05,2012,31,05,2012,virementrecu,,0008401010056211,USD,USD
19701,[19920],1,[2889],1,0,-20000.0,,01,06,2012,01,06,2012,virement,,0008401010056211,USD,USD
19702,[19921],1,[2890],1,0,-21460.0,,04,06,2012,04,06,2012,virement,,0008401010056211,USD,USD
19703,"[19922, 19923]",2,[],0,0,-18645.12,,06,06,2012,06,06,2012,ANNPAIR,,0008401010056211,USD,USD
19704,[19924],1,[2894],1,0,-18645.12,,06,06,2012,06,06,2012,virement,,0008401010056211,USD,USD
19705,[19925],1,[2893],1,1,66673.79,,06,06,2012,07,06,2012,virementrecu,,0008401010056211,USD,USD
19706,[19926],1,[2891],1,2,-4850.24,,07,06,2012,07,06,2012,retraitespeces,rcashste,0008401010056211,USD,USD
19707,[19927],1,[2892],1,2,-4850.24,,07,06,2012,07,06,2012,retraitespeces,rcashbac,0008401010056211,USD,USD
19708,[19928],1,[2895],1,1,-5929.75,,07,06,2012,07,06,2012,paiement,,0008401010056211,USD,USD
19709,[19929],1,[2896],1,0,-3144.65,,07,06,2012,07,06,2012,virement,,0008401010056211,USD,USD
19710,[19930],1,[2897],1,0,-190000.0,,12,06,2012,12,06,2012,virement,,0008401010056211,USD,USD
19711,[19931],1,[2898],1,1,471674.47,,19,06,2012,19,06,2012,virementrecu,,0008401010056211,USD,USD
19712,[19932],1,[2900],1,0,192948.99,,20,06,2012,20,06,2012,virementrecu,,0008401010056211,USD,USD
19713,[19933],1,[2899],1,1,-180000.0,,20,06,2012,20,06,2012,paiement,,0008401010056211,USD,USD
19714,[19934],1,[2901],1,1,-180315.0,,21,06,2012,21,06,2012,paiement,,0008401010056211,USD,USD
19715,[19935],1,[2902],1,0,-143600.0,,25,06,2012,25,06,2012,virement,,0008401010056211,USD,USD
19716,[19936],1,[2903],1,0,36810.63,,25,06,2012,26,06,2012,virementrecu,,0008401010056211,USD,USD
19717,[19937],1,[2904],1,0,121443.28,,25,06,2012,26,06,2012,virementrecu,,0008401010056211,USD,USD
19718,"[19938, 19939]",2,[2905],1,1,-9.44,,29,06,2012,01,07,2012,Bank Charge 1,,0008401010056211,USD,USD
19719,[19940],1,[2906],1,1,6039.47,,29,06,2012,03,07,2012,virementrecu,,0008401010056211,USD,USD
19720,[19941],1,[2908],1,0,545859.48,,03,07,2012,03,07,2012,virementrecu,,0008401010056211,USD,USD
19721,[19942],1,[2907],1,0,-10000.0,,03,07,2012,03,07,2012,virement,,0008401010056211,USD,USD
19722,[19943],1,[2909],1,0,-300315.0,,04,07,2012,04,07,2012,paiement,,0008401010056211,USD,USD
19723,[19944],1,[2910],1,0,-1000.0,,05,07,2012,05,07,2012,virement,,0008401010056211,USD,USD
19724,[19945],1,[2911],1,1,-1591.93,,06,07,2012,06,07,2012,paiement,,0008401010056211,USD,USD
19725,[19946],1,[2913],1,0,312974.06,,06,07,2012,06,07,2012,virementrecu,,0008401010056211,USD,USD
19726,[19947],1,[2912],1,0,-100000.0,,06,07,2012,06,07,2012,virement,,0008401010056211,USD,USD
19727,[19948],1,[2914],1,1,-10037.0,,12,07,2012,12,07,2012,paiement,,0008401010056211,USD,USD
19728,[19949],1,[2916],1,0,1378.14,,16,07,2012,17,07,2012,virementrecu,,0008401010056211,USD,USD
19729,[19950],1,[2915],1,0,169885.48,,16,07,2012,17,07,2012,virementrecu,,0008401010056211,USD,USD
19730,[19951],1,[2917],1,0,-10000.0,,17,07,2012,17,07,2012,virement,,0008401010056211,USD,USD
19731,[19952],1,[2918],1,1,-4417.0,,19,07,2012,19,07,2012,paiement,,0008401010056211,USD,USD
19732,[19953],1,[2919],1,0,164595.95,,20,07,2012,20,07,2012,virementrecu,,0008401010056211,USD,USD
19733,[19954],1,[2920],1,0,2464.52,,20,07,2012,20,07,2012,virementrecu,,0008401010056211,USD,USD
19734,[19955],1,[2921],1,0,-200065.0,,20,07,2012,20,07,2012,paiement,,0008401010056211,USD,USD
19735,[19956],1,[2922],1,0,-35924.55,,20,07,2012,20,07,2012,paiement,,0008401010056211,USD,USD
19736,[19957],1,[2923],1,-2,-152000.0,,24,07,2012,24,07,2012,virement,,0008401010056211,USD,USD
19737,[19958],1,[2924],1,0,-200001.23,,26,07,2012,26,07,2012,virement,,0008401010056211,USD,USD
19738,[19959],1,[2925],1,0,31420.62,,27,07,2012,27,07,2012,virementrecu,,0008401010056211,USD,USD
19739,[19960],1,[2926],1,0,125618.98,,27,07,2012,27,07,2012,virementrecu,,0008401010056211,USD,USD
19740,[19961],1,[2927],1,0,-5020.0,,30,07,2012,30,07,2012,retraitespeces,55381,0008401010056211,USD,USD
19741,[19962],1,[2928],1,0,-10000.0,,08,08,2012,08,08,2012,virement,,0008401010056211,USD,USD
19742,[19963],1,[2929],1,0,-2489.12,,14,08,2012,14,08,2012,retraitespeces,rcashbac,0008401010056211,USD,USD
19743,[19964],1,[2930],1,0,-2489.12,,14,08,2012,14,08,2012,retraitespeces,rcashrob,0008401010056211,USD,USD
19744,[19965],1,[2931],1,0,-200000.0,,14,08,2012,14,08,2012,virement,,0008401010056211,USD,USD
19745,[19966],1,[2932],1,0,-8175.06,,15,08,2012,15,08,2012,retraitespeces,rcashbac,0008401010056211,USD,USD
19746,[19967],1,[2933],1,0,384407.6,,17,08,2012,17,08,2012,virementrecu,,0008401010056211,USD,USD
19747,[19968],1,[2934],1,0,-9765.91,,22,08,2012,22,08,2012,paiement,,0008401010056211,USD,USD
19748,[19969],1,[2936],1,0,-20000.0,,24,08,2012,24,08,2012,virement,,0008401010056211,USD,USD
19749,[19970],1,[2935],1,3,15188.25,,24,08,2012,27,08,2012,virementrecu,,0008401010056211,USD,USD
19750,[19971],1,[2937],1,0,-40290.44,,27,08,2012,27,08,2012,paiement,,0008401010056211,USD,USD
19751,[19972],1,[2938],1,0,-26435.64,,27,08,2012,27,08,2012,paiement,,0008401010056211,USD,USD
19752,[19973],1,[2939],1,0,-377358.49,,28,08,2012,28,08,2012,virement,,0008401010056211,USD,USD
19753,[19974],1,[2940],1,0,-30000.0,,31,08,2012,31,08,2012,virement,,0008401010056211,USD,USD
19754,[19975],1,[2941],1,0,-60000.0,,04,09,2012,04,09,2012,virement,,0008401010056211,USD,USD
19755,[19976],1,[2942],1,0,-50140.0,,11,09,2012,11,09,2012,paiement,,0008401010056211,USD,USD
19756,[19977],1,[2943],1,1,-2242.5,,12,09,2012,12,09,2012,paiement,,0008401010056211,USD,USD
19757,[19978],1,[2944],1,0,162522.75,,12,09,2012,12,09,2012,virementrecu,,0008401010056211,USD,USD
19758,[19979],1,[2945],1,0,-2904.48,,12,09,2012,12,09,2012,virement,,0008401010056211,USD,USD
19759,[19980],1,[2946],1,0,-12886.6,,14,09,2012,14,09,2012,virement,,0008401010056211,USD,USD
19760,[19981],1,[2947],1,0,229789.77,,14,09,2012,14,09,2012,virementrecu,,0008401010056211,USD,USD
19761,[19982],1,[2948],1,0,11704.31,,21,09,2012,21,09,2012,virementrecu,,0008401010056211,USD,USD
19762,[19983],1,[2949],1,0,2642.42,,21,09,2012,24,09,2012,virementrecu,,0008401010056211,USD,USD
19763,"[19984, 19985]",2,[2950],1,3,-9.44,,28,09,2012,01,10,2012,Bank Charge 1,,0008401010056211,USD,USD
19764,[19986],1,[2951],1,0,306553.42,,03,10,2012,03,10,2012,virementrecu,,0008401010056211,USD,USD
19765,[19987],1,[2952],1,0,12253.09,,09,10,2012,10,10,2012,virementrecu,,0008401010056211,USD,USD
19766,[19988],1,[2953],1,0,13576.3,,19,10,2012,19,10,2012,virementrecu,,0008401010056211,USD,USD
19767,[19989],1,[],0,0,15695.52,,19,10,2012,22,10,2012,DATASETEDGE,,0008401010056211,USD,USD
19768,[19990],1,[2955],1,2,7359.43,,31,10,2012,02,11,2012,virementrecu,,0008401010056211,USD,USD
19769,[19991],1,[2956],1,0,41667.77,,02,11,2012,05,11,2012,virementrecu,,0008401010056211,USD,USD
19770,[19992],1,[2957],1,0,16348.33,,06,11,2012,06,11,2012,virementrecu,,0008401010056211,USD,USD
19771,[19993],1,[2958],1,0,15188.25,,12,12,2012,12,12,2012,virementrecu,,0008401010056211,USD,USD
19772,[19994],1,[2959],1,0,81860.49,,24,12,2012,24,12,2012,virementrecu,,0008401010056211,USD,USD
19775,"[2649, 3008]",2,"[[2649], [3008]]",2,-113,0.0,,29,07,2004,19,11,2004,ANNPAIR,,0007891010056211,CTD,TNC
19776,[],0,"[6073, 10439]",2,-935,,,,,,,,,GLANNPAIR,,0007891010056211,CTD,TNC
19777,[],0,"[7987, 10440]",2,-408,,,,,,,,,GLANNPAIR,,0007891010056211,CTD,TNC
19778,[],0,"[4277, 10438]",2,-1603,,,,,,,,,GLANNPAIR,,0007891010056211,CTD,TNC
19779,[],0,"[13429, 13430]",2,0,,,,,,,,,GLANNPAIR,,0007891010056211,CTD,TNC
19780,[],0,"[13686, 14650]",2,-1148,,,,,,,,,GLANNPAIR,,0007881190056212,MARETAP,TND
19781,"[601, 603, 604]",3,[],0,-14,0.0,,31,05,2010,31,05,2010,ANNTRIPLET,,0007881190056215,TND CTKCP,TND
19782,"[699, 700, 701, 703, 702]",5,[15261],1,0,6245.3,,08,01,2008,11,01,2010,SIVPAMALGAM,,0007883700056211,TND SIVP,TND
19783,"[19, 20]",2,[15092],1,0,20739.452,,25,09,2007,29,10,2007,CLUSTERFUCK1:20739.452,,0007881190056211,TND Sodeps,TND
19784,"[19995, 19996]",2,[0],1,-1,-9.44,,31,12,2012,01,01,2013,Bank Charge 1,,0008401010056211,USD,USD
19785,[],0,"[10040, 10251, 10319, 10995, 11035, 12584, 13016]",7,-1154,,,,,,,,,GLCANCELLEDCHEQUES,,0007891010056211,CTD,TNC
19786,[],0,"[7366, 7461]",2,-10,,,,,,,,,GLANNPAIR,,0007891010056211,CTD,TNC
19787,[],0,[4],1,0,,,,,,,,,DATASETEDGE,,0008401010056211,USD,USD
19788,"[17047, 17051]",2,[],0,-3,-83.28,,27,01,2003,30,01,2003,ANNPAIR,,0008401010056211,USD,USD
19789,"[17057, 17061]",2,[],0,-3,-106.56,,03,02,2003,06,02,2003,ANNPAIR,,0008401010056211,USD,USD
19790,"[17217, 17218]",2,[],0,-1,-0.02,,23,07,2003,24,07,2003,ANNPAIR,,0008401010056211,USD,USD
19791,"[17638, 17639]",2,[],0,0,-1.4,,13,12,2004,13,12,2004,ANNPAIR,,0008401010056211,USD,USD
19792,"[15948, 15949, 15950, 15951, 15952, 15953, 15954, 15955, 15956, 15957, 15958, 15959, 15960, 15961, 15962, 15963, 15964, 15965, 15966, 15967, 15968, 15969, 15970, 15971, 15972, 15973, 15974, 15975, 15976, 15977, 15978, 15979, 15980, 15981, 15982, 15983, 15984, 15985, 15986, 15987, 15988, 15989, 15990, 15991, 15992, 15993, 15994, 15995, 15996, 15997, 15998, 15999, 16000, 16001, 16002, 16003, 16004, 16005, 16006, 16007, 16008, 16009, 16010, 16011, 16012, 16013, 16014, 16015, 16016, 16017, 16018, 16019, 16020, 16021, 16022, 16023, 16024, 16025, 16026, 16027, 16028, 16029, 16030, 16031, 16032, 16033, 16034, 16035, 16036, 16037, 16038, 16039, 16040, 16041, 16042, 16043, 16044, 16045, 16046, 16047, 16048, 16049, 16050, 16051, 16052, 16053, 16054, 16055, 16056, 16057, 16058, 16059]",112,"[13258, 13259]",2,0,-226165.757,,02,05,2012,02,05,2012,MANUALVIRTEMISCOMP,,0007891010056211,CTD,TNC
19793,"[16423, 16424, 16425, 16426, 16427, 16428, 16429, 16430, 16431, 16432, 16433, 16434, 16435, 16436, 16437, 16438, 16439, 16440, 16441, 16442, 16443, 16444, 16445, 16446, 16447, 16448, 16449, 16450, 16451, 16452, 16453, 16454, 16455, 16456, 16457, 16458, 16459, 16460, 16461, 16462, 16463, 16464, 16465, 16466, 16467, 16468, 16469, 16470, 16471, 16472, 16473, 16474, 16475, 16476, 16477, 16478, 16479, 16480, 16481, 16482, 16483, 16484, 16485, 16486, 16487, 16488, 16489, 16490, 16491, 16492, 16493, 16494, 16495, 16496, 16497, 16498, 16499, 16500, 16501, 16502, 16503, 16504, 16505, 16506, 16507, 16508, 16509, 16510, 16511, 16512, 16513, 16515, 16516, 16517, 16518, 16519, 16520, 16521, 16522, 16523, 16524, 16525, 16526, 16527, 16528, 16529, 16530, 16531, 16532, 16533, 16534, 16535, 16536, 16537, 16538, 16539, 16540, 16542, 16543, 16544]",120,"[13390, 13395, 13403]",3,-4,-256308.291,,27,07,2012,31,07,2012,MANUALVIRTEMISCOMP,,0007891010056211,CTD,TNC
19794,"[10057, 10058, 10059, 10060, 10061, 10062, 10063, 10064, 10065, 10066, 10067, 10068, 10069, 10070, 10071, 10072, 10073, 10074, 10075, 10076, 10077, 10078, 10079, 10080, 10083, 10084, 10085, 10086, 10087, 10088, 10089, 10090, 10091, 10092, 10099, 10100, 10101, 10102, 10103, 10104, 10105, 10106, 10107, 10111, 10112, 10113, 10114, 10115, 10116, 10117, 10118, 10119, 10120, 10121, 10122, 10123, 10124, 10125, 10126, 10127, 10128, 10129, 10130, 10131, 10132, 10133, 10134, 10135, 10136, 10137, 10138, 10139, 10140, 10141, 10142, 10143, 10144, 10145, 10146, 10147, 10148, 10149, 10150, 10151, 10152, 10153, 10154, 10155, 10156, 10157, 10158, 10159, 10160, 10161, 10162, 10163, 10164, 10165, 10166, 10167, 10168, 10169, 10170, 10171, 10172, 10173, 10174, 10175, 10176, 10177]",110,"[10902, 10928]",2,-1,-159325.729,,30,06,2009,01,07,2009,MANUALVIRTEMISCOMP,,0007891010056211,CTD,TNC
19795,"[16685, 16686, 16687, 16688, 16689, 16690, 16691, 16692, 16693, 16694, 16695, 16696, 16697, 16698, 16699, 16700, 16701, 16702, 16703, 16704, 16705, 16706, 16707, 16708, 16709, 16710, 16711, 16712, 16713, 16714, 16715, 16716, 16717, 16718, 16719, 16720, 16721, 16722, 16723, 16724, 16725, 16726, 16727, 16728, 16729, 16730, 16731, 16732, 16733, 16734, 16735, 16736, 16737, 16740, 16741, 16742, 16743, 16744, 16745]",59,[13423],1,-3,-70294.662,,31,08,2012,03,09,2012,MANUALVIRTEMISCOMP,,0007891010056211,CTD,TNC
19797,"[13534, 13535, 13536, 13537, 13538, 13539, 13540, 13541, 13542, 13543, 13544, 13545, 13546, 13547, 13548, 13549, 13550, 13551, 13552, 13553, 13554, 13555, 13556, 13557, 13558, 13559, 13560, 13561, 13562, 13563, 13564, 13565, 13566, 13567, 13571, 13572, 13573, 13574, 13575, 13576, 13577, 13578, 13579]",43,[12330],1,0,-3830646.443,,04,02,2011,07,02,2011,MANUALVIRTEMISCOMP,,0007891010056211,CTD,TNC
19798,"[10914, 10915, 10916, 10917, 10918, 10919, 10920, 10921, 10922, 10923, 10924, 10925, 10926, 10927, 10928, 10929, 10930, 10931, 10932, 10933, 10934, 10935, 10936, 10937, 10938, 10939, 10940, 10941, 10942, 10943, 10944, 10945, 10946, 10947, 10948, 10949, 10950, 10951, 10952, 10953, 10954, 10955, 10956, 10957, 10958, 10959, 10960, 10961, 10962, 10963, 10964, 10965, 10966, 10967, 10968, 10969, 10970, 10971, 10972, 10973, 10974, 10975, 10976, 10977, 10978, 10979, 10980, 10981, 10982, 10983, 10984, 10985, 10986, 10987, 10988, 10989, 10990, 10991, 10992, 10993, 10994, 10995, 10996, 10997, 10998, 10999, 11000, 11001, 11002, 11003, 11004, 11005, 11006, 11007, 11008, 11009, 11010, 11011, 11012, 11013, 11014, 11015, 11016, 11017, 11018, 11019, 11020, 11021, 11022, 11023, 11030]",111,[11226],1,-2,-134694.13,,02,11,2009,04,11,2009,MANUALVIRTEMISCOMP,,0007891010056211,CTD,TNC
